Column1,Column2,Column3
892,897,180
975,263,52
399,796,845
646,812,262
879,636,134
129,268,70
283,994,241
637,978,254
697,451,286
951,657,439
813,901,782
869,323,345
233,697,804
661,600,772
182,366,708
53,911,172
787,617,848
776,516,757
347,584,916
85,356,18
535,783,39
550,416,783
221,163,95
408,488,920
466,172,700
62,346,654
254,595,454
953,288,907
626,750,169
20,731,481
309,897,327
434,725,963
899,653,111
110,693,510
134,696,943
66,826,345
398,718,247
158,964,349
170,690,217
776,71,519
403,957,522
926,249,474
814,161,928
773,677,244
819,843,293
588,61,395
151,557,549
533,678,925
197,215,216
929,93,32
161,770,580
920,205,395
556,74,919
805,144,843
449,337,947
519,228,810
716,193,678
629,276,431
840,175,723
832,937,325
267,935,463
569,514,515
625,424,393
401,657,818
556,678,414
774,394,422
56,262,739
87,224,777
874,416,407
510,771,470
174,432,255
684,143,609
130,973,641
139,959,574
607,64,188
808,468,617
988,429,381
803,67,456
855,228,305
473,75,71
252,898,222
731,427,761
331,875,371
792,832,432
667,119,497
374,955,935
784,950,976
768,594,205
816,195,186
880,115,142
511,585,46
379,226,303
181,678,473
960,9,778
910,487,700
441,596,908
531,579,987
497,174,683
693,238,729
64,321,856
618,608,621
165,962,299
787,990,241
635,43,637
442,73,673
969,84,893
844,548,902
310,721,699
581,834,877
787,589,978
556,637,189
322,905,498
512,817,327
266,9,232
513,725,330
445,222,817
525,144,610
336,866,269
865,698,136
760,721,457
161,479,609
133,342,702
553,993,217
778,426,224
952,624,536
295,882,31
116,180,654
103,798,196
677,796,879
293,75,758
449,949,189
575,120,486
2,751,605
98,500,429
674,499,459
832,520,815
886,849,956
698,562,531
205,828,694
874,702,481
296,986,734
875,586,511
35,70,707
225,83,777
621,112,500
470,4,605
397,879,116
848,7,765
783,408,281
143,340,670
725,182,12
562,581,981
762,551,592
646,452,678
196,831,862
435,457,498
818,176,342
615,694,296
118,508,639
767,3,18
387,564,4
174,419,280
711,35,889
170,441,987
663,999,20
720,76,612
326,778,125
897,481,520
572,36,311
710,961,985
536,259,478
464,398,362
869,391,30
722,666,379
630,942,925
790,584,28
513,819,845
773,987,517
110,497,319
836,778,425
389,160,44
313,242,266
999,682,552
179,842,645
515,466,553
840,721,485
668,930,327
901,607,186
967,687,386
215,916,824
45,636,115
295,569,250
513,430,582
801,156,797
223,34,447
303,185,423
869,586,728
150,76,336
775,886,102
477,397,745
206,485,850
465,782,622
598,260,993
250,931,990
512,869,716
738,69,138
70,31,836
176,7,938
279,817,961
524,927,969
145,147,370
560,787,184
194,307,272
941,396,869
56,102,804
250,83,595
148,62,407
551,528,585
24,291,344
294,560,230
632,936,661
389,435,586
724,302,39
703,662,102
627,72,644
745,16,727
121,266,705
356,978,958
987,105,177
184,586,431
746,283,200
650,618,691
313,527,929
612,933,434
45,761,461
43,139,313
191,685,612
330,85,79
946,346,108
712,870,122
945,725,253
776,420,636
127,245,774
806,11,215
608,906,675
707,389,55
766,800,444
507,236,453
242,421,135
607,248,725
518,896,222
273,244,631
107,687,820
675,135,494
534,392,467
763,835,301
330,209,402
546,714,268
217,34,94
52,208,696
775,974,546
455,900,148
631,819,503
262,621,996
236,564,51
233,768,497
200,336,121
780,943,106
238,858,879
768,716,862
374,895,887
230,74,522
759,850,143
378,768,61
723,292,23
242,742,871
82,464,202
684,781,963
355,300,310
762,446,23
948,105,929
162,539,313
687,403,368
478,971,246
220,67,739
678,609,24
791,810,946
930,264,711
403,596,333
658,953,653
921,932,119
965,819,427
601,618,787
803,103,2
247,528,850
653,136,718
469,369,772
296,619,183
382,558,624
920,291,896
817,360,141
258,658,789
613,725,102
506,874,390
899,124,979
786,627,618
937,377,165
919,103,660
266,930,974
475,534,455
426,938,288
960,651,961
613,819,490
463,258,211
38,384,988
939,691,364
521,757,3
924,871,971
95,948,614
556,180,492
364,988,340
219,947,188
905,964,308
690,797,537
697,133,517
514,567,945
825,603,404
405,21,552
253,887,774
913,996,401
429,609,431
280,708,452
942,220,444
532,908,579
70,338,887
273,341,152
720,140,368
712,896,222
333,118,438
999,305,260
400,897,548
610,781,716
599,561,534
181,415,848
40,828,566
350,115,764
1,544,163
910,183,803
575,41,721
880,222,969
799,743,337
120,430,808
587,648,782
339,38,885
614,566,574
853,770,671
783,289,712
976,235,572
682,517,969
404,218,137
850,687,578
431,410,935
681,966,802
768,554,243
654,716,522
21,961,827
353,494,124
937,231,378
429,264,635
996,856,531
131,864,257
912,396,519
437,456,165
553,403,848
478,965,297
329,37,739
74,286,911
611,559,805
772,887,666
449,131,370
706,254,671
134,61,365
230,872,379
419,404,318
918,740,159
216,82,257
657,936,482
82,48,415
265,577,119
231,556,282
365,222,52
346,330,899
893,432,288
418,608,387
757,965,404
118,121,872
417,328,620
957,425,316
863,83,845
521,21,228
680,753,196
658,990,687
703,194,638
709,111,312
883,999,174
732,502,591
511,868,446
590,670,553
880,238,949
679,961,375
479,44,924
817,297,52
697,673,528
157,919,433
725,860,549
95,888,668
895,613,908
868,216,173
161,800,241
451,788,429
62,362,95
386,737,520
675,107,751
426,287,652
135,499,423
166,953,364
41,443,967
669,637,901
84,551,321
677,853,78
159,955,492
316,153,355
5,223,184
85,970,791
941,241,289
283,559,182
236,975,353
782,229,930
694,862,517
907,363,480
62,171,772
327,103,293
353,718,91
26,725,143
420,683,515
124,723,49
233,110,513
691,650,140
344,147,343
231,741,751
819,201,14
36,844,906
212,877,530
185,313,266
764,189,184
720,303,251
808,932,556
828,842,589
830,9,36
884,141,728
421,788,666
72,337,709
922,805,892
957,895,581
337,509,796
426,831,702
210,921,847
600,195,228
840,18,484
620,233,865
523,66,321
398,223,941
361,502,536
221,568,354
11,409,584
118,780,661
310,593,304
648,154,611
56,17,255
175,491,166
245,98,887
736,218,121
851,669,886
179,359,119
424,163,5
509,980,646
757,812,973
129,251,617
822,774,728
313,365,80
314,156,939
92,364,888
956,377,466
524,823,769
525,372,373
650,836,77
769,481,146
97,338,249
105,294,834
718,210,675
452,748,248
62,313,994
556,55,976
826,544,741
185,592,913
439,39,758
731,740,649
138,115,793
856,79,582
501,351,646
915,822,154
464,936,237
855,491,522
251,920,529
575,463,90
781,329,241
783,200,683
475,800,51
775,230,871
354,7,488
55,270,717
561,709,879
469,544,59
287,725,62
360,137,858
562,645,684
225,50,398
186,322,320
783,320,152
959,50,204
348,63,900
354,783,135
522,127,232
408,863,307
755,92,252
605,469,502
679,78,696
863,767,285
351,962,790
932,914,435
130,229,295
835,277,362
852,164,664
552,985,490
522,851,992
730,699,877
980,735,293
643,237,501
445,988,555
960,809,849
170,776,252
578,487,260
985,876,575
11,184,228
972,404,47
587,951,561
445,176,879
105,934,223
139,349,5
15,187,693
815,248,645
352,433,335
892,512,507
860,658,150
189,341,98
693,496,45
401,830,908
962,923,608
928,957,636
414,967,416
167,107,568
36,119,245
530,479,512
508,995,218
475,613,274
182,47,327
255,196,272
697,828,517
67,737,152
58,569,426
312,967,92
54,588,419
802,41,420
147,42,463
735,158,843
519,481,923
330,201,787
108,873,826
977,461,623
883,132,307
472,628,680
924,490,172
190,801,462
632,563,813
219,171,734
435,816,129
272,961,844
63,817,66
121,899,127
301,136,598
58,288,327
649,497,193
465,459,354
534,327,334
784,252,330
141,699,707
679,169,452
293,764,337
416,455,761
703,820,428
820,872,524
680,910,839
277,717,446
149,372,978
958,787,991
573,758,166
299,173,938
615,933,417
404,676,568
373,318,513
76,188,44
156,199,76
56,820,183
556,99,948
239,750,642
769,630,510
773,816,380
943,988,722
929,106,541
652,928,121
807,78,359
693,291,835
931,159,259
75,711,887
602,133,174
36,490,722
151,848,253
515,668,540
478,337,431
239,295,756
883,850,331
322,59,274
586,268,734
51,412,282
495,26,419
789,857,256
429,691,464
544,342,838
632,961,780
368,328,89
623,750,355
22,826,223
583,54,63
899,673,6
101,493,681
424,873,653
615,290,682
874,49,735
880,433,766
359,193,816
312,758,316
400,686,342
808,39,12
82,257,54
381,25,757
153,973,858
695,799,775
846,556,624
470,625,382
124,932,699
705,281,771
520,77,955
992,871,475
234,12,737
891,105,685
27,777,29
976,171,401
695,847,364
981,16,472
989,275,534
445,394,768
519,714,520
998,471,797
613,802,886
227,302,302
487,492,4
896,860,602
306,827,272
306,998,924
585,170,124
965,266,682
354,497,987
593,431,416
231,557,570
96,405,645
55,977,861
637,16,518
899,23,792
840,76,231
724,912,771
526,603,525
578,771,50
210,60,797
728,54,106
265,242,520
499,358,165
650,790,641
808,914,843
652,50,335
428,713,847
641,364,788
696,799,590
647,348,400
277,257,653
384,134,36
861,436,577
905,112,938
704,641,432
707,205,303
962,276,720
931,593,298
849,827,544
115,442,432
190,403,154
693,432,731
456,714,734
161,443,750
594,222,833
200,994,707
323,195,902
524,807,832
69,684,335
908,220,34
665,553,556
264,495,965
764,985,334
871,383,936
866,165,973
608,777,580
218,985,113
809,210,786
423,237,237
320,902,770
671,630,417
902,274,943
381,342,477
749,714,767
90,162,849
981,128,905
263,980,994
637,191,789
102,335,639
68,394,798
92,367,4
659,80,281
523,215,231
835,778,81
858,469,145
907,338,326
147,887,287
593,240,896
787,504,346
656,496,941
674,28,823
193,302,437
210,943,979
156,321,371
672,598,678
32,515,211
229,775,142
32,488,736
511,162,774
382,710,203
913,284,971
378,728,503
77,99,406
194,609,138
591,205,182
368,583,400
350,341,339
404,835,578
422,750,528
950,563,217
563,774,214
203,600,885
335,507,656
664,146,396
995,889,773
25,418,52
302,865,388
169,722,760
656,810,703
635,889,325
457,564,670
477,442,166
639,124,475
409,777,477
6,507,216
381,297,167
946,254,508
829,365,938
405,947,452
15,868,865
963,124,845
342,842,964
200,372,269
305,597,413
657,675,203
44,747,182
200,602,264
190,307,523
846,989,733
899,531,409
820,303,813
999,390,634
782,784,207
963,504,42
119,728,427
108,521,600
80,351,463
781,652,88
615,903,55
987,96,623
352,731,843
852,870,817
310,466,719
169,578,531
984,50,95
31,548,551
593,243,308
417,47,753
53,667,454
999,693,476
701,118,181
499,858,821
378,284,965
566,119,225
837,899,909
7,823,112
809,882,362
194,714,69
580,332,425
826,994,403
291,835,414
200,903,992
290,158,153
599,310,624
760,6,860
30,115,725
622,979,568
418,669,763
672,371,960
302,347,278
300,213,582
729,430,923
474,468,70
904,149,165
936,520,69
442,591,11
755,669,12
619,223,735
378,203,507
444,342,879
649,488,227
569,26,885
2,699,346
720,362,27
949,766,45
33,531,957
578,11,700
428,639,351
9,19,632
636,323,83
773,152,189
453,717,996
626,961,653
848,176,57
670,976,737
344,490,113
341,683,167
482,290,491
764,885,410
828,703,922
741,551,675
318,674,709
611,104,519
711,198,788
843,539,965
858,467,885
934,109,998
5,487,938
725,267,644
215,238,912
48,963,454
65,788,49
326,241,785
397,655,73
696,711,286
882,471,668
182,933,247
627,90,45
127,943,211
880,581,89
442,480,267
605,862,884
526,894,924
89,635,774
16,604,914
269,858,934
636,630,535
410,453,523
483,827,770
348,514,216
177,369,59
855,127,327
252,207,368
720,893,189
240,470,320
800,224,403
546,382,618
800,533,457
952,982,996
17,838,899
806,750,367
726,580,832
352,743,785
834,172,864
217,938,39
224,609,544
689,404,4
618,511,509
377,891,793
182,39,182
49,710,621
463,592,809
832,435,593
577,950,762
315,887,398
758,978,809
108,206,796
124,12,259
487,129,154
339,599,545
799,981,34
689,164,361
343,701,256
895,384,816
952,511,102
702,424,339
458,300,281
990,279,459
715,221,618
896,813,29
406,1,607
326,894,176
852,343,921
200,269,352
986,734,817
553,795,627
668,838,984
576,442,654
742,987,699
955,733,952
752,885,191
993,350,798
393,459,748
541,717,80
834,409,789
286,597,589
140,475,636
837,888,385
644,175,896
869,1000,487
360,758,724
213,540,644
455,372,240
412,246,301
185,377,632
378,143,802
432,584,524
507,439,756
855,904,444
341,83,443
993,261,845
757,661,566
757,99,129
196,766,433
208,45,489
399,178,24
754,780,246
494,254,409
110,947,721
902,296,873
519,199,333
812,775,721
227,648,941
49,322,81
104,998,241
180,74,982
469,792,251
641,887,672
518,211,234
597,452,47
196,433,179
554,301,292
109,504,189
631,939,913
667,808,922
682,257,501
858,668,363
169,145,378
805,553,60
919,405,391
820,377,618
922,519,615
354,891,76
277,991,485
175,414,256
526,236,400
908,83,764
79,458,669
956,251,53
751,894,566
61,501,392
452,55,318
999,46,915
518,585,934
218,985,277
350,450,602
323,794,22
667,657,535
614,748,905
219,477,563
345,974,512
593,195,416
626,429,771
137,154,339
319,816,868
472,506,295
532,707,723
969,578,341
70,688,804
553,923,317
54,634,122
85,702,435
605,748,383
612,540,581
704,381,505
592,141,212
90,199,439
938,923,763
558,203,359
767,909,963
389,487,510
57,117,46
738,225,701
376,795,116
326,205,437
562,169,667
965,44,87
953,650,920
706,718,158
512,366,834
44,19,557
971,995,594
430,273,991
184,127,509
393,496,902
270,877,212
324,5,679
859,887,168
767,142,629
703,153,111
74,709,615
120,501,796
239,606,293
262,393,353
496,206,391
623,388,657
116,138,866
462,610,740
147,973,424
890,417,406
601,191,609
984,646,71
698,34,104
285,305,4
18,790,455
200,430,693
735,289,168
960,632,983
307,112,382
328,720,717
72,588,343
615,392,538
716,294,200
706,948,445
998,185,819
989,300,148
664,870,84
641,872,33
516,77,177
487,328,86
801,203,871
177,520,728
481,418,751
12,827,690
765,421,385
572,642,926
858,54,152
947,389,581
57,105,409
718,773,895
198,202,542
547,37,448
898,164,821
448,525,642
706,638,104
296,846,41
716,521,120
123,981,32
23,17,629
927,172,796
720,230,71
488,82,114
467,816,995
628,277,329
613,174,519
769,843,60
289,255,555
186,951,918
333,408,440
43,889,780
333,548,381
229,305,108
810,655,931
7,632,561
624,990,391
142,13,493
174,142,148
277,116,486
655,290,137
573,86,738
383,410,250
283,146,559
147,681,257
566,537,634
759,561,853
260,752,343
629,492,908
272,520,165
634,37,412
10,328,485
332,386,149
715,797,455
56,63,675
929,865,406
498,164,71
766,429,497
344,314,986
817,692,390
722,340,516
146,710,61
723,604,67
507,223,477
13,722,510
363,876,645
610,148,501
701,926,605
173,678,75
313,918,802
903,353,683
701,246,943
970,111,766
448,674,555
223,96,514
838,823,275
861,356,562
325,523,530
698,472,529
652,418,525
86,870,127
873,761,948
25,218,53
418,905,767
704,849,5
788,313,691
764,686,418
612,469,629
459,395,203
388,722,871
104,183,508
703,170,325
47,53,144
730,870,499
177,922,279
155,139,354
736,398,446
341,944,684
665,438,532
885,657,814
41,860,951
669,957,568
277,607,629
145,202,292
548,148,771
110,940,676
340,373,694
89,717,553
222,898,630
164,656,412
765,493,1000
928,41,411
203,451,146
536,155,624
455,994,879
601,449,716
669,140,377
993,320,14
835,933,656
635,351,360
915,859,499
314,189,11
484,554,675
806,368,167
844,763,534
40,468,620
859,509,463
380,415,17
104,757,363
851,398,997
181,189,588
803,144,503
224,738,562
655,269,289
640,353,691
154,302,102
88,263,490
145,93,878
516,716,727
102,621,861
449,863,946
547,102,618
881,580,801
536,420,946
153,448,156
655,922,998
234,728,875
834,504,175
462,777,620
389,216,652
429,473,939
10,239,920
922,303,995
212,52,308
532,7,172
791,622,606
990,229,897
356,925,784
214,210,543
503,235,261
900,754,192
726,154,446
13,650,182
237,190,184
78,555,868
302,780,544
255,62,784
23,423,35
776,990,324
314,565,502
382,366,188
251,586,735
751,517,754
593,357,354
519,308,764
186,55,492
72,192,377
5,224,545
375,897,94
720,593,645
672,53,792
332,651,294
397,701,935
878,727,539
528,966,207
955,649,617
592,813,684
95,782,729
916,937,950
43,631,935
966,550,912
881,3,885
638,574,179
919,296,418
298,970,484
115,11,981
236,771,30
897,651,225
890,298,998
600,449,59
261,59,854
101,114,125
975,971,715
74,504,949
97,794,19
804,545,888
414,786,843
325,643,461
432,800,227
120,481,822
163,341,668
477,606,529
811,876,450
432,279,444
837,502,691
419,707,713
529,935,876
159,228,955
402,311,797
603,133,92
809,765,353
863,126,870
80,637,844
620,779,344
289,266,117
278,248,757
213,166,734
538,216,706
217,786,33
591,597,373
689,380,654
224,569,757
967,361,473
477,861,963
647,823,85
760,811,715
585,900,654
847,181,666
438,869,881
844,216,493
1,980,258
625,488,905
822,777,644
120,920,63
456,380,391
978,232,580
219,912,737
415,81,153
243,407,886
120,577,348
47,620,705
960,507,326
855,248,683
944,5,926
206,482,258
145,703,483
510,484,748
967,513,156
328,497,104
230,203,973
401,880,552
507,939,692
240,282,667
3,153,75
714,442,12
742,656,719
164,875,181
571,559,219
376,53,472
678,309,538
954,235,291
120,543,204
855,291,665
190,323,172
553,28,83
502,546,330
432,417,758
447,848,218
200,404,82
672,391,367
535,83,377
973,629,574
506,469,937
931,410,925
83,320,302
698,606,473
257,507,269
498,340,889
747,176,941
659,351,531
196,47,421
783,352,385
991,988,464
45,680,715
914,949,630
108,250,717
608,436,402
710,423,155
980,350,279
70,469,987
160,245,179
95,604,299
752,401,637
90,330,415
60,420,471
404,505,798
771,15,641
905,872,324
783,801,366
870,633,752
748,782,957
858,423,563
649,857,393
313,738,955
912,148,920
790,158,7
205,930,755
576,632,414
906,157,314
201,849,541
684,920,196
965,127,755
703,826,159
960,795,111
558,818,477
381,276,516
984,608,723
780,779,401
769,329,585
303,940,731
584,452,521
780,274,829
282,142,737
709,335,649
729,788,953
855,440,231
98,574,667
691,10,702
788,722,526
16,490,645
570,575,517
553,324,605
282,492,416
715,895,634
136,668,325
50,193,1000
428,202,134
651,761,354
104,355,666
114,268,3
473,171,200
114,731,490
949,396,222
205,954,590
326,655,558
115,702,120
200,714,445
223,68,594
698,204,417
345,892,791
274,514,924
346,142,299
607,993,308
59,182,413
94,35,656
825,234,523
573,668,980
886,316,976
35,962,143
114,120,123
464,641,745
16,297,133
146,747,641
210,302,925
576,239,934
199,292,693
513,70,807
229,692,335
752,899,773
922,540,66
537,462,719
249,698,442
671,420,383
215,829,69
237,427,156
917,346,243
254,192,664
482,232,874
657,403,514
657,153,809
259,30,522
877,734,309
399,596,233
821,296,217
96,694,26
806,974,112
97,935,125
408,871,139
664,383,437
932,650,320
935,581,100
393,244,643
861,40,781
917,995,662
314,146,945
413,344,734
716,810,883
878,171,170
206,628,581
858,844,814
79,696,851
983,344,777
407,161,340
252,912,176
131,580,575
562,149,499
929,90,798
126,234,899
298,523,382
615,406,444
818,555,565
806,428,824
720,884,458
559,129,112
108,634,326
289,603,399
135,558,551
140,270,238
696,250,29
267,470,770
53,882,331
343,16,277
470,627,768
523,101,392
736,640,585
509,505,994
600,598,336
491,711,859
780,663,779
33,270,244
654,754,149
193,496,969
3,880,194
269,632,729
875,6,50
479,559,261
637,266,933
178,656,531
104,605,147
540,636,73
216,296,929
222,921,534
949,832,293
560,717,79
664,460,36
868,266,875
207,542,371
893,954,771
846,769,294
921,531,344
193,710,278
653,66,635
643,525,657
994,839,440
872,955,161
359,744,515
135,473,374
739,516,140
50,288,157
877,272,635
128,442,935
644,289,748
502,236,997
938,567,34
412,514,930
733,223,511
180,474,536
510,428,438
797,506,43
741,618,696
711,174,972
991,146,219
247,967,933
266,631,244
39,231,78
848,786,185
568,206,566
896,880,834
242,191,161
128,614,659
883,91,266
728,682,428
153,485,172
536,902,196
118,738,25
984,775,404
363,387,397
840,800,205
180,541,651
728,314,483
105,456,688
305,319,463
867,605,920
62,850,44
323,427,237
990,893,572
453,762,708
481,828,193
278,18,120
199,625,856
591,446,271
102,585,141
791,409,351
27,243,14
726,490,786
566,955,784
148,117,890
270,766,629
702,267,314
555,23,312
508,205,286
984,290,903
928,674,153
206,935,2
504,597,839
896,284,503
634,966,557
122,925,513
180,191,205
722,949,442
98,889,635
571,61,971
77,611,598
514,552,398
574,364,474
679,743,154
993,97,276
347,324,352
324,437,764
828,349,259
677,60,446
221,608,79
830,270,515
573,476,448
267,773,516
216,263,439
844,962,389
396,130,546
240,820,535
222,917,816
301,121,265
377,407,823
968,748,846
126,150,909
614,236,792
175,769,884
489,657,732
881,584,294
202,356,57
699,370,712
62,322,396
88,829,598
845,802,35
866,70,872
670,820,500
161,150,119
806,534,217
125,79,259
750,893,609
996,395,333
693,135,912
781,35,188
628,739,219
747,475,676
424,455,390
157,191,168
803,424,380
856,888,234
355,412,840
672,545,236
386,29,705
919,787,310
483,958,426
840,578,499
586,224,426
305,758,613
400,823,453
954,606,886
987,327,261
836,232,753
177,870,690
522,450,638
389,398,205
158,892,750
444,832,608
600,113,539
108,684,68
515,368,131
473,201,245
890,350,404
7,301,352
720,120,930
129,653,5
820,697,838
932,834,622
839,97,646
990,378,976
507,469,301
108,877,721
401,962,184
779,453,625
38,611,680
978,347,74
62,150,300
831,196,146
32,384,604
282,496,244
801,26,201
567,843,402
70,552,271
305,923,942
259,592,541
962,947,351
26,3,5
782,740,828
140,59,171
626,9,662
889,146,739
553,945,244
227,17,706
867,19,492
725,782,931
723,921,994
928,438,408
428,951,282
753,626,62
487,195,729
448,357,66
131,765,863
292,829,553
352,452,691
910,493,347
761,526,391
460,536,141
58,665,175
532,782,215
382,979,36
756,168,906
412,7,718
148,364,503
746,419,859
482,342,338
801,665,127
751,416,349
98,999,53
997,65,506
105,493,836
591,544,119
948,376,539
898,629,735
185,461,541
176,386,832
932,824,934
999,199,856
621,859,639
125,563,761
125,505,655
465,800,127
346,952,515
181,117,594
931,50,110
376,209,122
299,643,826
307,701,824
8,853,184
686,751,846
404,660,27
447,964,159
152,701,511
455,249,172
738,358,777
444,398,231
659,285,910
409,815,470
415,454,442
479,887,704
35,59,23
691,206,386
828,132,154
80,286,90
630,737,185
525,304,81
467,698,229
789,993,57
164,290,850
143,471,538
130,43,119
57,501,937
354,257,235
982,959,649
464,160,929
2,164,679
184,109,597
27,270,643
185,760,95
614,77,732
754,795,283
237,979,730
184,30,355
666,375,808
501,992,871
472,835,449
10,309,410
977,828,147
1,529,534
736,260,813
413,335,421
945,392,561
892,19,537
709,904,62
727,803,352
747,494,659
390,178,829
217,188,887
937,610,581
361,612,610
517,656,555
880,668,386
656,231,215
827,583,54
355,985,638
869,548,43
180,93,735
757,458,725
552,740,673
456,653,319
749,914,207
668,111,378
670,278,236
384,115,626
132,334,313
968,992,80
158,733,299
645,921,163
964,53,229
508,881,554
139,249,762
562,14,502
407,1,248
936,705,71
17,346,465
454,697,174
47,673,898
168,362,627
166,860,226
533,339,668
199,99,511
866,633,756
434,141,428
988,782,704
302,600,623
655,893,682
222,222,620
867,948,610
530,817,977
28,311,334
565,295,312
25,4,450
998,296,241
265,974,664
654,190,904
197,968,953
568,869,1000
581,768,591
524,335,655
268,195,276
12,934,257
800,435,340
229,821,515
450,658,803
656,468,894
896,967,92
891,194,621
658,206,9
944,892,175
602,152,567
318,752,574
499,682,476
14,596,779
491,176,8
297,769,323
957,333,428
761,614,41
77,197,872
23,72,779
623,984,220
660,135,591
107,909,416
255,985,67
800,510,688
261,882,452
419,457,297
319,141,487
475,381,986
114,911,867
23,702,210
42,862,116
299,97,142
62,843,60
760,158,915
848,630,829
299,784,222
615,920,724
270,739,884
890,740,733
785,737,134
805,180,557
340,214,282
85,440,420
404,92,607
170,856,24
56,301,408
970,526,379
838,241,898
404,313,302
10,674,578
635,652,28
878,512,692
37,762,678
369,936,651
908,822,206
997,743,190
794,430,865
174,260,348
451,632,222
706,25,332
660,265,432
607,249,965
848,972,496
344,995,729
794,183,870
529,774,826
106,100,66
643,916,31
139,486,392
104,610,906
212,3,226
185,467,108
361,120,677
470,76,44
489,592,175
324,607,472
117,392,198
927,804,313
236,135,738
919,274,640
236,918,300
97,881,946
398,908,244
271,537,601
386,800,791
121,991,160
527,424,452
129,344,31
974,144,484
217,178,391
970,479,961
828,436,902
349,502,681
590,829,163
499,665,331
867,302,302
327,677,119
143,779,208
105,264,399
34,835,118
405,203,295
46,949,938
127,198,885
415,63,136
414,558,632
154,371,262
535,322,205
816,570,474
135,71,797
969,584,40
482,281,55
143,500,427
564,694,266
287,678,198
77,854,209
121,738,532
148,851,246
677,651,830
729,704,52
939,127,254
447,289,593
53,454,350
648,520,756
165,950,393
350,549,164
815,265,928
149,865,395
608,873,130
348,949,149
103,523,25
992,904,189
173,778,521
824,968,402
254,620,636
433,300,263
522,427,458
96,881,707
919,830,619
308,654,567
924,233,26
128,176,664
147,135,398
782,425,272
285,819,434
369,774,369
357,751,328
511,665,201
129,851,298
341,590,103
46,417,969
574,579,610
861,836,25
542,547,224
976,262,834
101,602,736
505,106,124
606,863,597
101,786,460
75,368,203
987,910,107
573,8,458
156,748,73
903,232,264
886,902,96
109,854,978
489,165,153
267,686,97
642,804,144
985,988,297
113,326,259
279,925,155
318,788,58
61,302,968
840,928,864
119,401,530
167,993,604
853,259,716
106,23,641
69,277,795
498,377,291
669,955,740
359,423,104
144,269,387
991,872,114
332,57,63
375,960,186
681,393,541
870,830,829
412,49,986
994,858,478
281,175,372
335,276,951
660,224,640
706,523,947
966,433,473
218,784,932
659,202,519
795,43,591
658,537,643
896,125,571
796,822,467
998,325,441
824,440,344
556,622,970
618,186,53
968,423,202
223,107,200
781,655,600
12,673,970
924,396,601
299,889,920
224,487,237
615,293,696
982,872,183
130,815,82
401,994,449
9,976,709
331,612,613
553,961,786
260,993,963
47,298,615
879,717,575
306,97,893
533,457,980
165,254,855
285,943,858
100,458,752
490,216,46
7,179,261
302,855,509
142,84,131
314,740,50
407,448,149
59,231,152
795,917,624
759,761,878
98,998,459
543,798,494
266,20,170
85,382,779
334,598,186
591,954,316
484,963,609
400,122,938
611,57,556
969,932,196
413,987,783
561,305,763
579,524,927
378,626,44
712,548,876
333,926,576
209,161,196
302,551,869
996,679,491
614,331,245
538,828,65
111,178,210
149,131,28
349,723,157
326,974,169
988,513,725
324,325,394
128,316,895
4,573,689
142,111,553
220,979,191
131,332,332
161,665,347
528,244,97
62,53,871
265,306,580
96,601,522
792,124,18
774,371,62
557,465,951
944,539,159
748,202,838
601,355,980
515,386,189
649,270,153
119,642,922
253,218,614
143,89,638
525,29,238
199,682,666
748,100,849
210,993,872
460,786,671
774,19,84
906,782,616
313,422,394
435,629,758
384,834,91
808,677,511
376,372,361
946,27,635
990,544,640
599,506,630
904,714,850
554,774,876
212,860,687
443,775,169
699,577,889
621,526,524
555,891,786
94,533,288
165,866,858
940,394,426
779,193,55
421,630,457
212,520,943
275,401,313
294,656,375
622,20,663
106,378,873
337,699,352
903,952,910
396,318,607
817,523,739
877,753,370
250,435,576
843,301,161
316,595,233
400,257,986
513,722,521
11,264,840
512,704,762
561,578,237
250,150,298
629,929,440
603,862,678
263,282,638
288,249,592
637,254,49
769,392,634
173,315,606
125,317,719
772,353,115
27,557,694
594,406,23
227,36,463
309,71,610
371,963,418
91,706,704
930,693,362
670,799,517
795,967,755
502,493,839
873,263,10
807,237,997
37,911,679
305,35,847
120,96,791
678,128,343
667,659,363
413,80,10
968,232,928
43,990,428
807,841,352
738,335,789
959,808,728
372,109,507
130,509,870
114,901,599
47,721,1
611,508,746
377,119,388
762,954,209
352,877,314
245,832,492
584,488,603
269,732,362
524,186,12
571,139,914
960,317,289
509,205,862
102,453,189
832,145,447
834,441,185
158,605,125
356,612,380
828,688,136
818,911,203
359,396,426
464,895,652
897,351,525
107,277,584
172,961,272
162,781,91
325,199,695
844,196,417
479,691,353
523,504,12
570,568,991
511,900,350
696,902,154
568,920,557
893,420,887
629,480,215
171,289,755
469,389,467
345,808,391
473,560,647
334,74,690
561,648,544
509,949,54
93,937,887
412,541,450
998,457,760
366,382,675
400,14,173
874,367,103
940,1000,500
629,755,67
297,563,550
332,2,954
615,756,438
508,445,430
671,996,778
668,13,514
956,398,550
325,192,706
314,588,594
849,939,554
51,583,885
478,565,763
440,415,483
852,488,328
597,693,913
893,784,770
450,343,563
707,519,207
15,59,427
792,790,809
710,23,884
948,850,446
215,906,186
789,966,901
522,834,831
974,361,630
818,228,226
390,361,752
936,157,326
930,595,206
604,876,374
484,614,841
565,959,755
423,488,697
71,227,239
801,823,820
106,296,313
25,258,432
